ANO_BO;NUM_BO;NUMERO_BOLETIM;BO_INICIADO;BO_EMITIDO;DATAOCORRENCIA;HORAOCORRENCIA;PERIDOOCORRENCIA;DATACOMUNICACAO;DATAELABORACAO;BO_AUTORIA;FLAGRANTE;NUMERO_BOLETIM_PRINCIPAL;LOGRADOURO;NUMERO;BAIRRO;CIDADE;UF;LATITUDE;LONGITUDE;DESCRICAOLOCAL;EXAME;SOLUCAO;DELEGACIA_NOME;DELEGACIA_CIRCUNSCRICAO;ESPECIE;RUBRICA;DESDOBRAMENTO;STATUS;TIPOPESSOA;VITIMAFATAL;NATURALIDADE;NACIONALIDADE;SEXO;DATANASCIMENTO;IDADE;ESTADOCIVIL;PROFISSAO;GRAUINSTRUCAO;CORCUTIS;NATUREZAVINCULADA;TIPOVINCULO;RELACIONAMENTO;PARENTESCO;PLACA_VEICULO;UF_VEICULO;CIDADE_VEICULO;DESCR_COR_VEICULO;DESCR_MARCA_VEICULO;ANO_FABRICACAO;ANO_MODELO;DESCR_TIPO_VEICULO;QUANT_CELULAR;MARCA_CELULAR
2022;5154;5154/2022;01/11/2022 00:01;01/11/2022 00:01;31/10/2022;19:00;A NOITE;31/10/2022;01/11/2022 00:01;Desconhecida;Não;;Rua Madre de Deus;667;Mooca;S.PAULO;SP;-23,5599412;-46,5983101;Via pública;;ENCAMINHAMENTO DP ÁREA DO FATO;56º D.P. VILA ALPINA;18º D.P. ALTO DA MOOCA;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;CZE7B30;SP;S.PAULO;Branco;FIAT/FIORINO IE;2000;2001;CAMINHONETE;;
2022;2499;2499/2022;01/11/2022 00:06;01/11/2022 00:06;22/09/2022;20:15;A NOITE;31/10/2022;01/11/2022 00:06;Ignorado;Não;2162/2022 - 10359;;0;MOOCA;S.PAULO;SP;;;Via pública;;ENCAMINHAMENTO DP ÁREA DO FATO;57º D.P. PARQUE DA MOOCA;57º D.P. PARQUE DA MOOCA;Localização e/ou Devolução;Localização/Apreensão e Entrega de veículo;;Consumado;;;;;;;;;;;;;;;;;;;;;0;0;;;
2022;2499;2499/2022;01/11/2022 00:06;01/11/2022 00:06;22/09/2022;20:15;A NOITE;31/10/2022;01/11/2022 00:06;Ignorado;Não;2162/2022 - 10359;;0;MOOCA;S.PAULO;SP;;;Via pública;;ENCAMINHAMENTO DP ÁREA DO FATO;57º D.P. PARQUE DA MOOCA;57º D.P. PARQUE DA MOOCA;Localização e/ou Devolução;Localização/Apreensão e Entrega de veículo;;Consumado;;;;;;;;;;;;;;;;EGI2189;SP;S.PAULO;Preta;YAMAHA/YZF R3 MONSTER;2019;2020;MOTOCICLO;;
2022;2499;2499/2022;01/11/2022 00:06;01/11/2022 00:06;22/09/2022;20:15;A NOITE;31/10/2022;01/11/2022 00:06;Ignorado;Não;2162/2022 - 10359;;0;MOOCA;S.PAULO;SP;;;Via pública;;ENCAMINHAMENTO DP ÁREA DO FATO;57º D.P. PARQUE DA MOOCA;57º D.P. PARQUE DA MOOCA;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;;;;;;0;0;;;
2022;2499;2499/2022;01/11/2022 00:06;01/11/2022 00:06;22/09/2022;20:15;A NOITE;31/10/2022;01/11/2022 00:06;Ignorado;Não;2162/2022 - 10359;;0;MOOCA;S.PAULO;SP;;;Via pública;;ENCAMINHAMENTO DP ÁREA DO FATO;57º D.P. PARQUE DA MOOCA;57º D.P. PARQUE DA MOOCA;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;EGI2189;SP;S.PAULO;Preta;YAMAHA/YZF R3 MONSTER;2019;2020;MOTOCICLO;;
2022;1871883;1871883/2022;01/11/2022 00:12;01/11/2022 00:12;31/10/2022;22:45;A NOITE;31/10/2022;01/11/2022 00:12;Desconhecida;Não;;RUA FONTOURA XAVIER;600;ITAQUERA;S.PAULO;SP;-23,54919119;-46,45577543;Via pública;;BO PARA INVESTIGAÇÃO;DELEGACIA ELETRONICA;32º D.P. ITAQUERA;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;EMG9142;SP;S.PAULO;Cinza;CHEV/PRISMA 1.4MT LT;2018;;AUTOMOVEL;;
2022;1871885;1871885/2022;01/11/2022 00:18;01/11/2022 00:18;31/07/2022;21:30;A NOITE;31/10/2022;01/11/2022 00:18;Desconhecida;Não;;Avenida Otaviano Alves de Lima;2758;Jardim das Graças;S.PAULO;SP;;;Estacionamento particular;;BO PARA INVESTIGAÇÃO;DELEGACIA ELETRONICA;40º D.P. VILA STA MARIA;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;EEC0826;SP;S.PAULO;Preta;YAMAHA/XTZ250 LANDER;2019;;MOTOCICLO;;
2022;1871886;1871886/2022;01/11/2022 00:19;01/11/2022 00:19;31/10/2022;21:30;A NOITE;31/10/2022;01/11/2022 00:19;Desconhecida;Não;;RUA JOAO FRANCISCO DE MOURA;145;CAMPO GRANDE;S.PAULO;SP;-23,68095452;-46,67818602;Outros;;BO PARA INVESTIGAÇÃO;DELEGACIA ELETRONICA;80º D.P. VILA JOANIZA;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;EJH7944;SP;S.PAULO;Prata;FORD/FIESTA FLEX;2009;;AUTOMOVEL;;
2022;1871888;1871888/2022;01/11/2022 00:23;01/11/2022 00:23;31/10/2022;19:00;A NOITE;31/10/2022;01/11/2022 00:23;Desconhecida;Não;;RUA NOSSA SENHORA DA PENHA;25;PENHA;S.PAULO;SP;-23,52876201;-46,54975864;Via pública;;BO PARA INVESTIGAÇÃO;DELEGACIA ELETRONICA;10º D.P. PENHA DE FRANCA;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;FML7669;SP;GUARULHOS;Cinza;VW/FOX CONNECT MB;2019;;AUTOMOVEL;;
2022;6536;6536/2022;01/11/2022 00:28;01/11/2022 00:28;31/10/2022;22:15;A NOITE;31/10/2022;01/11/2022 00:28;Desconhecida;Não;;RUA PONTINS;236;SANTANA;S.PAULO;SP;-23,49147614;-46,62960191;Via pública;;ENCAMINHAMENTO DP ÁREA DO FATO;13º D.P. CASA VERDE;20º D.P. AGUA FRIA;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;DSV9G67;SP;S.PAULO;Branco;HYUNDAI/HB20 1.0M COMFOR;2019;2019;AUTOMOVEL;;
2022;1871894;1871894/2022;01/11/2022 00:39;01/11/2022 00:39;31/10/2022;22:40;A NOITE;31/10/2022;01/11/2022 00:39;Desconhecida;Não;;RUA COTOXO;1020;PERDIZES;S.PAULO;SP;;;Via pública;;BO PARA INVESTIGAÇÃO;DELEGACIA ELETRONICA;23º D.P. PERDIZES;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;BZA1049;SP;S.PAULO;Preta;YAMAHA/YS150 FAZER SED;2019;;MOTOCICLO;;
2022;1871897;1871897/2022;01/11/2022 00:43;01/11/2022 00:43;31/10/2022;20:30;A NOITE;31/10/2022;01/11/2022 00:43;Desconhecida;Não;;AVENIDA MINISTRO PETRONIO PORTELA;2001;FREGUESIA DO O;S.PAULO;SP;-23,49588269;-46,70225422;Via pública;;BO PARA INVESTIGAÇÃO;DELEGACIA ELETRONICA;28º D.P. FREGUESIA DO O;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;CCG0438;SP;S.PAULO;Vermelho;GM/CORSA WIND;1995;;AUTOMOVEL;;
2022;1871902;1871902/2022;01/11/2022 00:52;01/11/2022 00:52;31/10/2022;11:30;PELA MANHÃ;01/11/2022;01/11/2022 00:52;Desconhecida;Não;;RUA JUVENTUS;34;MOOCA;S.PAULO;SP;-23,56814142;-46,59326911;Via pública;;BO PARA INVESTIGAÇÃO;DELEGACIA ELETRONICA;18º D.P. ALTO DA MOOCA;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;FML3B13;SP;S.PAULO;Prata;I/HYUNDAI I30 2.0;2011;;AUTOMOVEL;;
2022;1871997;1871997/2022;01/11/2022 02:07;01/11/2022 02:07;31/10/2022;16:00;A TARDE;31/10/2022;01/11/2022 02:07;Desconhecida;Não;;RUA CAJAIBA;1080;PERDIZES;S.PAULO;SP;-23,53508358;-46,69134912;Via pública;;BO PARA INVESTIGAÇÃO;DELEGACIA ELETRONICA;07º D.P. LAPA;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;OQE3I12;SP;OSASCO;Prata;IMP/FIAT UNO I.E;2013;;AUTOMOVEL;;
2022;6704;6704/2022;01/11/2022 04:15;01/11/2022 04:15;01/11/2022;00:00;DE MADRUGADA;01/11/2022;01/11/2022 04:15;Desconhecida;Não;;RUA TOME ALVARES DE CASTRO;492;ITAQUERA;S.PAULO;SP;-23,55516383;-46,44733428;Via pública;;ENCAMINHAMENTO DP ÁREA DO FATO;63º D.P. VILA JACUI;32º D.P. ITAQUERA;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;GGM2J45;SP;ARUJA;Cinza;VW/POLO HL AD;2021;2022;AUTOMOVEL;;
2022;1872296;1872296/2022;01/11/2022 04:52;01/11/2022 04:52;01/11/2022;04:00;DE MADRUGADA;01/11/2022;01/11/2022 04:52;Desconhecida;Não;;RUA MILTON;135;VILA GUILHERME;S.PAULO;SP;-23,49780291;-46,60891138;Via pública;;BO PARA INVESTIGAÇÃO;DELEGACIA ELETRONICA;09º D.P. - CARANDIRU;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;ETJ1911;SP;S.PAULO;Prata;I/HYUNDAI I30 2.0;2011;;AUTOMOVEL;;
2022;9553;9553/2022;01/11/2022 07:04;01/11/2022 07:04;01/11/2022;06:00;PELA MANHÃ;01/11/2022;01/11/2022 07:04;Desconhecida;Não;;AVENIDA MARIA CURSI;52;SAO MATEUS;S.PAULO;SP;-23,6064583;-46,48319079;Via pública;;ENCAMINHAMENTO DP ÁREA DO FATO;49º D.P. SAO MATEUS;69º D.P. TEOTONIO VILELA;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;CLM8782;SP;S.PAULO;Cinza;FORD/ESCORT GL;1989;1989;AUTOMOVEL;;
2022;1872646;1872646/2022;01/11/2022 07:24;01/11/2022 07:24;01/11/2022;05:00;DE MADRUGADA;01/11/2022;01/11/2022 07:24;Desconhecida;Não;;RUA DOMINGOS CABRAL;6;SAO RAFAEL;S.PAULO;SP;-23,63310061;-46,4428009;Garagem ou abrigo de residência;;BO PARA INVESTIGAÇÃO;DELEGACIA ELETRONICA;55º D.P. PARQUE S.RAFAEL;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;PZU8950;SP;S.PAULO;Prata;CHEVROLET/ONIX 1.0MT LT;2017;;AUTOMOVEL;;
2022;1872751;1872751/2022;01/11/2022 07:38;01/11/2022 07:38;01/11/2022;06:17;PELA MANHÃ;01/11/2022;01/11/2022 07:38;Desconhecida;Não;;AVENIDA SAO JOSE DOS CORDEIROS;115;ERMELINO MATARAZZO;S.PAULO;SP;-23,49322054;-46,49461218;Via pública;;BO PARA INVESTIGAÇÃO;DELEGACIA ELETRONICA;62º D.P. ERMELINO MATARAZZO;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;GAC7J28;SP;S.PAULO;Prata;FORD/KA SE 1.0 HA B;2018;;AUTOMOVEL;;
2022;1871231;1871231/2022;01/11/2022 07:45;01/11/2022 07:45;10/10/2022;11:40;PELA MANHÃ;10/10/2022;01/11/2022 07:45;Desconhecida;Não;1758435/2022 - 900020;Avenida do Progresso;100;Jardim Marilu;S.PAULO;SP;;;Via pública;;BO PARA INVESTIGAÇÃO;DELEGACIA ELETRONICA;54º D.P. CID. TIRADENTES;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;EWJ5F95;SP;S.ANDRE;Preta;FIAT/ARGO DRIVE 1.0;2019;;AUTOMOVEL;;
2022;2928;2928/2022;01/11/2022 07:53;01/11/2022 07:53;01/11/2022;05:50;DE MADRUGADA;01/11/2022;01/11/2022 07:53;Desconhecida;Não;;RUA TAUA;163;ARTUR ALVIM;S.PAULO;SP;-23,5352826;-46,48365743;Via pública;;BO PARA INVESTIGAÇÃO;64º D.P. CID.AE CARVALHO;64º D.P. CID.AE CARVALHO;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;GCY1043;SP;S.PAULO;Preta;FORD/KA SE 1.0 HA;2015;2016;AUTOMOVEL;;
2022;1872936;1872936/2022;01/11/2022 08:02;01/11/2022 08:02;31/10/2022;09:40;PELA MANHÃ;01/11/2022;01/11/2022 08:02;Desconhecida;Não;;RUA CHARLES COULOMB;150;ITAIM BIBI;S.PAULO;SP;-23,61318447;-46,69431512;Via pública;;BO PARA INVESTIGAÇÃO;DELEGACIA ELETRONICA;96º D.P. MONÇÕES;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;FNE0959;SP;ITAPECERICA DA SERRA;Azul;HONDA/PCX 150;2018;;MOTOCICLO;;
2022;3198;3198/2022;01/11/2022 08:17;01/11/2022 08:17;01/11/2022;07:30;PELA MANHÃ;01/11/2022;01/11/2022 08:17;Desconhecida;Não;;RUA PANTOJO;465;AGUA RASA;S.PAULO;SP;-23,55939977;-46,57057291;Via pública;;ENCAMINHAMENTO DP ÁREA DO FATO;30º D.P. TATUAPE;29º D.P. VILA PRUDENTE;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;BFB8437;SP;S.PAULO;Cinza;GM/KADETT SL;1991;1991;AUTOMOVEL;;
2022;1873192;1873192/2022;01/11/2022 08:30;01/11/2022 08:30;29/10/2022;10:00;PELA MANHÃ;01/11/2022;01/11/2022 08:30;Desconhecida;Não;;AVENIDA VEREADOR ABEL FERREIRA;1900;AGUA RASA;S.PAULO;SP;-23,56402175;-46,56097747;Via pública;;BO PARA INVESTIGAÇÃO;DELEGACIA ELETRONICA;29º D.P. VILA PRUDENTE;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;GCY5582;SP;S.PAULO;Vermelho;HONDA/HR-V EXL CVT;2016;;AUTOMOVEL;;
2022;1873213;1873213/2022;01/11/2022 08:31;01/11/2022 08:31;30/10/2022;08:00;PELA MANHÃ;01/11/2022;01/11/2022 08:31;Desconhecida;Não;;RUA ESTEVAM DE ARAUJO ALMEIDA;264;ITAQUERA;S.PAULO;SP;-23,52835542;-46,43778284;Outros;;BO PARA INVESTIGAÇÃO;DELEGACIA ELETRONICA;103º D.P. COHABII/ITAQU.;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;OSZ5814;SP;S.PAULO;Prata;FIAT/PALIO WK TREKK 1.6;2013;;AUTOMOVEL;;
2022;3719;3719/2022;01/11/2022 08:33;01/11/2022 08:33;31/10/2022;;EM HORA INCERTA;01/11/2022;01/11/2022 08:33;Desconhecida;Não;;Marginal Pinheiros;14500;Vila Olímpia;S.PAULO;SP;-23,5936491;-46,6920404;Via pública;;ENCAMINHAMENTO DP ÁREA DO FATO;01º D.P. DIADEMA;96º D.P. MONÇÕES;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;DCW2241;SP;S.PAULO;Vermelho;VW/GOL SPECIAL;2000;2000;AUTOMOVEL;;
2022;1873240;1873240/2022;01/11/2022 08:33;01/11/2022 08:33;01/11/2022;06:45;PELA MANHÃ;01/11/2022;01/11/2022 08:33;Desconhecida;Não;;Rua Taquari;817;Mooca;S.PAULO;SP;-23,5491231;-46,5960334;Via pública;;BO PARA INVESTIGAÇÃO;DELEGACIA ELETRONICA;08º D.P. BRAS;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;FYV3037;SP;S.PAULO;Branco;HYUNDAI/HB20X 1.6A PREMI;2015;;AUTOMOVEL;;
2022;1873289;1873289/2022;01/11/2022 08:37;01/11/2022 08:37;31/10/2022;18:45;A NOITE;01/11/2022;01/11/2022 08:37;Desconhecida;Não;;Rua Félix de Brito;6;Parque Vitoria;S.PAULO;SP;-23,4735492;-46,5927168;Via pública;;BO PARA INVESTIGAÇÃO;DELEGACIA ELETRONICA;39º D.P. VILA GUSTAVO;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;BWJ5485;SP;S.PAULO;Azul;RENAULT/SANDERO ZEN10MT;2019;;AUTOMOVEL;;
2022;1873512;1873512/2022;01/11/2022 09:10;01/11/2022 09:10;31/10/2022;12:20;A TARDE;01/11/2022;01/11/2022 09:10;Desconhecida;Não;;AVENIDA SAPOPEMBA;13446;SAO MATEUS;S.PAULO;SP;-23,61035003;-46,48482072;Via pública;;BO PARA INVESTIGAÇÃO;DELEGACIA ELETRONICA;69º D.P. TEOTONIO VILELA;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;BRG4F87;SP;S.PAULO;Vermelho;GM/CORSA WIND;1995;;AUTOMOVEL;;
2022;1873684;1873684/2022;01/11/2022 09:23;01/11/2022 09:23;31/10/2022;21:00;A NOITE;01/11/2022;01/11/2022 09:23;Desconhecida;Não;;Rua Garça;70;Tatuapé;S.PAULO;SP;-23,5349839;-46,5612456;Via pública;;BO PARA INVESTIGAÇÃO;DELEGACIA ELETRONICA;52º D.P. PARQUE S.JORGE;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;FGJ7F48;SP;S.PAULO;Cinza;HYUNDAI/HB20 1.0M 1.0 M;2013;;AUTOMOVEL;;
2022;1873822;1873822/2022;01/11/2022 09:42;01/11/2022 09:42;01/11/2022;04:40;DE MADRUGADA;01/11/2022;01/11/2022 09:42;Desconhecida;Não;;AVENIDA DOS OURIVES;330;SACOMA;S.PAULO;SP;-23,65389243;-46,61115665;Garagem coletiva de prédio;;BO PARA INVESTIGAÇÃO;DELEGACIA ELETRONICA;83º D.P. PARQUE BRISTOL;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;EXK7J74;SP;S.PAULO;Vermelho;H/HONDA 150;2013;;MOTOCICLO;;
2022;1888;1888/2022;01/11/2022 09:46;01/11/2022 09:46;30/10/2022;12:00;PELA MANHÃ;01/11/2022;01/11/2022 09:46;Desconhecida;Não;;RUA FILON;81;SAO LUCAS;S.PAULO;SP;-23,59308135;-46,5365424;Via pública;;ENCAMINHAMENTO DP ÁREA DO FATO;70º D.P. VILA EMA;42º D.P. PARQUE S. LUCAS;Título II - Patrimônio (arts. 155 a 183);Furto (art. 155) - VEICULO;;Consumado;;;;;;;;;;;;;;;;FPO7845;SP;S.PAULO;Vermelho;RENAULT/SANDERO DYNA 16;2015;2015;AUTOMOVEL;;
